Name,Rating,Address,URL,Price,Type,Phone,Cousine
Chemor East Ocean Restaurant,4.0 ,"1-5 Jalan Silang 31200 Chemor, Perak, Chemor 31200 Malaysia",,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 5-201 1552,Dinner
Song Khun,5.0 ,"20 Jalan Yau Tet Shin Taman Jubilee, Ipoh 31400 Malaysia",,Thai,Thai,+60 16-428 7922,Dinner
Weng Kee Seafood Restaurant,4.0 ,"20 Tingkat Taman Ipoh 6, Ipoh 31400 Malaysia",,$$ - $$$,$$ - $$$ChineseSeafoodAsian,+60 5-545 1215,"Dinner, Lunch"
Restoran Ayam Taugeh,4.5 ,"849 Jalan Guntong Buntong, Ipoh 30100 Malaysia",,,,+60 17-578 7251,
Vietnamese Taste (Greentown),4.5 ,"No.8 Block C, Persiaran Greentown 4, Greentown Avenue,, Ipoh 30450 Malaysia",http://www.facebook.com/Vietnamese-Taste-618559231942980/,$,$Vietnamese,6052108013,Vietnamese
Ipoh Garden Gourmet Square,4.0 ,"87 Lengkok Canning, Ipoh 31400 Malaysia",,$,$ChineseAsianMalaysian,,Dinner
Restoran Mee Udang & Ketam Sempoi Diraja,4.0 ,"No 51 Jalan Sungai Choh 10 Tanjung Rambutan, Ipoh 31250 Malaysia",http://www.facebook.com/meeudangketamdiraja,$$ - $$$,$$ - $$$SeafoodAsianMalaysian,+60 19-466 4816,"Lunch, Dinner"
Bricks & Barrels,3.5 ,"28-30 Jalan Lau Ek Ching, Ipoh 30300 Malaysia",http://instagram.com/bricksandbarrelsipoh?igshid=YmMyMTA2M2Y=,$$ - $$$,$$ - $$$BarPub,60 5-253 8558,"Dinner, Drinks"
The Roquette Cafe,4.0 ,"101 Jalan Sultan Yussuf, Ipoh 30000 Malaysia",,$$ - $$$,$$ - $$$Cafe,,"Breakfast, Lunch, Dinner, Brunch"
Take a Break Vip Lounge Sdn Bhd,4.5 ,"No. 16 Tingkat Taman Ipoh 11, Ipoh 31400 Malaysia",,Dessert,DessertAsianMalaysian,+60 12-515 8973,
Gui Ling Tong,4.0 ,"Number 72 Jalan Yau Tet Shin, Ipoh 30300 Malaysia",http://www.facebook.com/Gui-Ling-Tong-182270465445815/,$,$,+60 16-443 2090,"Lunch, Dinner"
Woolley Food City,3.5 ,"Lengkok Canning Taman Canning,, Ipoh 31400 Malaysia",,$,$Asian,,"Breakfast, Lunch, Dinner"
VNest Concept Cafe,4.5 ,"No 27&29 Jalan Bandar Timah, Ipoh 30000 Malaysia",https://www.facebook.com/vnestconceptcafe/,$$ - $$$,$$ - $$$ChineseCafeAsian,+60 5-211 2169,"Cafe, Healthy, Chinese, Asian, Fusion"
Kedai Kopi Kong Heng,3.5 ,"74 Jalan Bandar Timah, Ipoh 30000 Malaysia",,$,$ChineseAsianMalaysian,+60 17-536 1183,"Breakfast, Lunch, Brunch"
Yee Fatt,4.0 ,"39 Jalan Kampar, Ipoh 31400 Malaysia",,$,$Asian,+60 5-242 1043,"Breakfast, Lunch"
Hello Elvis,4.0 ,"124 Jalan Sultan Iskandar, Ipoh 30000 Malaysia",,$$ - $$$,$$ - $$$DessertCafe,+60 17-330 0040,Cafe
Jié Cafe,4.5 ,"Kampung Pasir Pinji Baru , Ipoh , Negeri 61 Persiaran Tokong, Ipoh 30020 Malaysia",,$$ - $$$,$$ - $$$,+60 12-527 6771,
Nellis Deli,3.5 ,"99 Jalan Sultan Yusuf Ipoh Old Town, Ipoh 30000 Malaysia",,$,$AsianMalaysianHalal,,Halal
KedaiKedai Makanan & Minuman Taman Timur,4.5 ,"59 & 61 Laluan Ipoh Permai 8 Ipoh Garden East, Ipoh 31400 Malaysia",,Chinese,ChineseAsian,,
ASSAM HOUSE Restaurant,4.0 ,"2 Medan Gopeng 2 Jalan Raja Dr. Nazrin Shah, Ipoh 31350 Malaysia",http://www.assamhouse.com.my/,$$ - $$$,$$ - $$$AsianFusionMalaysian,+60 5-313 2223,"Asian, Fusion, Malaysian"
DIY Mini Hotpot,4.5 ,"7&9 Persiaran Menglembu Suria, Ipoh Malaysia",https://www.facebook.com/DIY-Mini-Hotpot-960615277289912/,$$ - $$$,$$ - $$$Chinese,+60 16-590 3128,Reservations
Medan Selera Dato Sagor,4.0 ,"Jalan Dato Sagor, Ipoh 30000 Malaysia",,$,$AsianMalaysian,,
de Classroom,3.5 ,"No. 55&57 Jalan Market, Ipoh 30000 Malaysia",https://www.facebook.com/declassroomrestaurant/,$$ - $$$,$$ - $$$CafeMalaysianVegetarian Friendly,+60 5-241 2140,Vegetarian Friendly
BBQ LAMB IPOH-Roasted & Grill,3.5 ,"Jalan Ampang Baru 6, Ipoh 31400 Malaysia",https://www.facebook.com/bbqlambipoh,$$ - $$$,$$ - $$$BarbecueAsianMalaysian,+60 19-507 7207,Halal
Restoran Hong Xing Dim Sum,3.5 ,"No. 35 & 37 Bercham Bistari 3, Medan Bercham Bistari, Ipoh 31400 Malaysia",https://www.facebook.com/Restoran-Hong-Xing-Dim-Sum-283396715021533/,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 12-463 0141,"Brunch, Breakfast, Lunch"
Tong Sui Kai,3.5 ,"Jalan Sultan Ekram, Ipoh 30300 Malaysia",,$,$DessertChineseAsian,,Dinner
Kedai Kopi Ah Chow,4.0 ,"31 Jalan Bandar Timah, Ipoh 30000 Malaysia",,$,$,+60 19-556 5118,
Hawker Chan,3.5 ,"8, Jln Sultan Nazrin Shah, Ipoh 30250 Malaysia",http://liaofanhawkerchan.com/,$$ - $$$,$$ - $$$ChineseAsianStreet Food,+60 16-720 9132,Dinner
Restoran Nasi Vanggey Station 18,4.0 ,"87, Jalan Medan Stesen 18/1, Station 18, Ipoh 31650 Malaysia",,$$ - $$$,$$ - $$$Halal,+60 5-321 2513,
Heritage Town Cafe,4.5 ,"104 Jalan Tasik, Gopeng 31600 Malaysia",https://www.facebook.com/heritagetowncafegopeng/,$$ - $$$,$$ - $$$ChineseSteakhouse,,Reservations
Restoran Yoke Fook Moon,3.5 ,"67-69, Jalan Leong Sin Nam 30300, Ipoh, Perak, 30300, Malaysia, Ipoh Malaysia",http://www.facebook.com/pages/Yoke-Fook-Moon/154453694613970,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 5-241 6589,"Breakfast, Brunch, Lunch"
Dozo De Garden Ipoh,4.0 ,"Taman Ipoh Selatan, Ipoh 31400 Malaysia",,$$ - $$$,$$ - $$$JapaneseSushi,+60 5-543 0666,Reservations
Hadramout Paradise,3.5 ,"51 Jalan Lim Bo Seng, 30300, Ipoh 30000 Malaysia",http://www.facebook.com/pages/Hadramout-Paradise/132020883606210,$$ - $$$,$$ - $$$Middle Eastern,+60 5-255 4255,"Dinner, Breakfast, Lunch, Brunch"
Skybar,4.5 ,"1, Persiaran Lagun Sunway 3 Sunway City Ipoh, Ipoh 31150 Malaysia",http://www.thebanjaran.com/,$$ - $$$,$$ - $$$BarPub,6052107777,"Bar, Pub"
Restoran Hung Ting,4.5 ,"121 Lengkok Desa Rishah, Ipoh 30100 Malaysia",,$$ - $$$,$$ - $$$Chinese,+60 12-417 8997,
Restoran Hong Jai,4.5 ,"116 Jalan Tasik Pekan Gopeng, Gopeng 31600 Malaysia",,Chinese,ChineseAsianMalaysian,,
Just Say Cafe,4.5 ,"20 Jalan Lau Ek Ching, Ipoh 30300 Malaysia",https://www.facebook.com/justsaycafeipoh/,$$ - $$$,$$ - $$$Cafe,+60 16-520 7177,Cafe
Ninety One,4.5 ,"91 Jalan Raja Dihilir, Ipoh 30350 Malaysia",https://www.facebook.com/Ninety-one-557926441031560/,Cafe,Cafe,+60 11-5962 9019,
Restoran Wu So Peng,4.5 ,"Jalan Dato Tahwil Azar 7 & 7A, Plaza Kinta, Ipoh 30300 Malaysia",http://www.facebook.com/Restoran-Wu-So-Peng-350782145077986/,Seafood,Seafood,+60 16-548 8640,
Tai Soo Ipoh Famous No.1 Dessert,4.0 ,"24 Jalan Raja Musa Aziz, Ipoh 30300 Malaysia",,$,$DessertAsianStreet Food,+60104304883,"Malaysian, Asian, Street Food"
Foods Project,4.5 ,"Jalan Sci 1/7 Sunway City Ipoh, Ipoh 31150 Malaysia",,Steakhouse,SteakhouseAsianGrillFusion,+60 13-300 1678,Halal
Marketplace Waffle Bar & Cafe,4.0 ,"13 Jalan Market, Ipoh 30000 Malaysia",https://www.facebook.com/marketplaceipoh/,Italian,ItalianAmericanCafe,+60 17-678 0802,"Seating, Table Service"
Food & Desire Cafe,4.0 ,"18 Jalan Medan Ipoh 1D Medan Ipoh Bistari, Ipoh 31400 Malaysia",,$$ - $$$,$$ - $$$Fusion,+60 12-502 5540,Fusion
Let's Rock,4.0 ,"48 Cowan Street, Ipoh 31350 Malaysia",,$,$ChineseAsianMalaysian,,
21 Grilled,4.0 ,"Lot A-10 River Walk@ Kinta RiverFront Jalan Lim Bo Seng, Ipoh 31400 Malaysia",https://www.facebook.com/21grilled/,,,+60 19-666 6687,
V life,4.5 ,"No 42 Lintasan Perajurit 6 Taman Ipoh Timur, Ipoh 31400 Malaysia",http://www.vlifegreen.com/,$,$Quick BitesChineseCafe,+60 17-413 2226,"Asian, Fusion, Healthy, Chinese, Cafe"
Miker Pizza,4.5 ,"No. 1 Jalan Tun Sambanthan, Ipoh 31400 Malaysia",https://www.mikerpizza.com/,Pizza,Pizza,+60 11-1030 0333,
Sushi Tei,3.5 ,"105 Jalan Sultan Abdul Jalil Ipoh Town T2B, Food Court, Ipoh Parade, Ipoh Malaysia",,$$ - $$$,$$ - $$$JapaneseSushiAsian,+60 19-570 4363,Vegetarian Friendly
Delight Seafood Restaurant,4.0 ,"Jalan Dass, Ipoh 30300 Malaysia",,$$ - $$$,$$ - $$$ChineseSeafoodAsian,,Dinner
Restaurant Fei Kee,4.0 ,"Taman Gopeng Baru, Gopeng 31600 Malaysia",,$$ - $$$,$$ - $$$ChineseCantonese,+60 5-359 1988,"Lunch, Dinner"
Canton-i,4.5 ,"Aeon Centre, Ipoh Malaysia",http://www.dragon-i.com.my/index.asp,$$ - $$$,$$ - $$$Chinese,6053225588,Reservations
Old Andersonian Cafeteria,3.5 ,"932, Jalan Hospital,, Ipoh Malaysia",,$$ - $$$,$$ - $$$IndianAsianVegetarian Friendly,,Vegetarian Friendly
Restoran Two Six,4.0 ,"26 Jalan Panglima, Ipoh 30000 Malaysia",,$,$,+60 16-567 6866,
Valentino Bridal Cafe,4.5 ,"54 Jalan Raja Musa Aziz, Ipoh 30300 Malaysia",http://www.facebook.com/valentinobridalcafe,$$ - $$$,$$ - $$$,+60 5-241 3239,
Omaq Char Keow Teow,4.0 ,"Jalan Dewan, Parit Buntar Malaysia",,$,$AsianMalaysian,,
Hj Sharin Low Grand,3.5 ,"14 Persiaran Greenhill, Ipoh 30450 Malaysia",,Chinese,ChineseAsianCantoneseMalaysian,+60 5-241 2472,"Vegetarian Friendly, Halal"
Purple Moon Lover,4.0 ,"53 Jalan Lee Kwee Foh Canning Garden, Ipoh 31400 Malaysia",https://www.facebook.com/Purple-Moon-Lover-233484127070007/,$$ - $$$,$$ - $$$JapaneseCafeAsian,+60 5-547 6328,"Lunch, Dinner"
Tea And Tattle,4.0 ,"GR17-18A, De Garden, 3 Persiaran Medan Ipoh, Ipoh 31400 Malaysia",http://www.teantattle.com/,$$ - $$$,$$ - $$$ItalianAmericanCafe,+60 5-541 6893,"Lunch, Dinner, Brunch, Drinks"
Restaurant Haji Yahya,4.0 ,"Jln Datuk Onn Jaafar, Ipoh 30300 Malaysia",,Asian,AsianMalaysian,+60 16-351 1111,
Restaurant Lucky Ipoh,4.0 ,"266 Jalan Pasir Puteh Taman Hoover, Ipoh 31650 Malaysia",,Chinese,ChineseSeafoodAsianMalaysian,+60 5-255 7330,"Dinner, Brunch"
Everyday Lifeshop Cafe,4.0 ,"29 Market Street, Ipoh 30000 Malaysia",http://www.facebook.com/everydaylsa/,$$ - $$$,$$ - $$$Cafe,+60 5-241 2197,"Breakfast, Brunch"
Akamomiji,5.0 ,"36 & 38 Medan Ipoh 1E, Ipoh Malaysia",,Japanese,Japanese,,
Restoran Nasi Vanggey,3.5 ,"5A, Lebuh 1, Green Town Business Centre, Green Town, Ipoh 30450 Malaysia",https://www.facebook.com/nasivanggey/,Indian,Indian,+60 5-254 6786,"Breakfast, Lunch, Dinner"
Star Mansion,4.0 ,"161 Jalan Sultan Abdul Jalil Greentown, Ipoh 31400 Malaysia",https://www.facebook.com/starmansion2u/,$$ - $$$,$$ - $$$ChineseJapaneseSteakhouse,+60 18-358 1168,"Lunch, Dinner, Brunch, Drinks"
W&S Fullhouse CAFE,5.0 ,"No 27 Jalan Chung Thye Phin, Ipoh 31400 Malaysia",https://www.facebook.com/WNSFULLHOUSECAFE/,$$ - $$$,$$ - $$$Chinese,+60 14-309 6042,Chinese
Gate Cafe,4.0 ,"Jalan Bandar Baru, Kuala Kangsar 33000 Malaysia",,Cafe,Cafe,,"Lunch, Dinner"
Restoran Sun Hung Ting,5.0 ,"A-G-5 Kompleks Falim, Laluan Falim 2A Taman Falim Indah,, Ipoh 30200 Malaysia",,Chinese,Chinese,+60 12-417 8997,"Lunch, Dinner"
Dragon-i,5.0 ,"No.2, Susunan Stesen 18 G63 Onexox Aeon Station 18, Ipoh 31650 Malaysia",http://www.dragon-i.com.my/,Chinese,Chinese,605 322 3588,"Lunch, Dinner"
Restoran Hoong Wan,4.5 ,"2 Jalan Silang 3, Chemor 31200 Malaysia",,Chinese,Chinese,+60 12-558 5342,
22 House Cafe,5.0 ,"56 , Jalan Bandar Timah ,30000 Ipoh , Perak, Ipoh 30000 Malaysia",,American,AmericanPizzaCafeAsian,+60 10-393 3317,"Lunch, Dinner, Drinks"
WAN CHEE BEANCURD,5.0 ,"58, Jalan Yang Kalsom, Taman Jubilee, Ipoh 30250 Malaysia",,Dessert,Dessert,+60 17-481 8298,
Squirrels Hideout,4.5 ,"10.5 Mile Jalan Chemor The Roots, Ipoh 31250 Malaysia",,$,$ChineseIndianSouthwestern,+60 12-277 0510,"Chinese, Indian, Southwestern, Asian, Fusion, Malaysian"
Jln Theatre Coffee,4.5 ,"76 Jalan Theatre, Ipoh 30300 Malaysia",http://jlntheatrecoffee.com/,$,$CafeDeliFusion,+60 12-551 7990,"Cafe, Deli, Fusion"
Restoran Sayuran Chuk Lum,4.5 ,"42 Jalan Chung Thye Phin, Ipoh 30250 Malaysia",,,,6052558169,
Restoran Sun Heng Kee,4.0 ,"No 2 Jalan Centrepoint 2 Pinji Centrepoint, Ipoh 31650 Malaysia",,Chinese,Chinese,+60 19-559 7536,
Myth Expresso Bar,5.0 ,"15 Jalan Pengkalan barat 35, Ipoh 31650 Malaysia",https://www.facebook.com/mythespressobar/,Bar,BarCafeEuropeanAsian,+60 5-321 4750,"Lunch, Dinner"
Nam Fatt Fish Ball Noodle House,3.5 ,"86 Jalan Raja, Ipoh 30020 Malaysia",,$$ - $$$,$$ - $$$ChineseSeafoodAsian,+60 5-253 6454,"Lunch, Dinner"
Penang Road Famous Teochew Chendul,3.5 ,"Lot T15A 3rd Floor 105 Jalan Sultan Abdul Jalil, Ipoh 30450 Malaysia",,$,$Quick BitesAsianMalaysian,,"Takeout, Seating, Wheelchair Accessible"
Laksa leaf cafe,4.5 ,"Ipoh Parade C723rd Floor 105, Jalan Sultan Abdul Jalil, Ipoh 30450 Malaysia",https://www.facebook.com/laksaleafcafeipoh,Asian,AsianMalaysian,+60 12-516 3398,
Sidewalk Ice-Cream Lounge,5.0 ,"26 Lengkok Canning Taman Canning, Ipoh 31400 Malaysia",,American,AmericanCafeAsianMalaysian,+60 16-562 6844,Dinner
IpohShellABration,4.0 ,"40 Jalan Koperasi 1, Ipoh 31400 Malaysia",http://www.facebook.com/IpohShellABration/,Cafe,Cafe,+60 17-422 4387,
Tea. Coffee. Game Cafe,5.0 ,"69 Jalan Medan Ipoh 6, Ipoh 31400 Malaysia",http://www.facebook.com/Tea.Coffee.Game/,$$ - $$$,$$ - $$$Fusion,+60 16-515 1988,Fusion
Restaurant Cordon Bleu,4.5 ,"414 Jalan Kuala Kangsar, Ipoh 30100 Malaysia",,$,$Asian,+60 16-374 3702,
Suka Kafe,5.0 ,"Jalan Lee Kwee Foh 50 Lorong Cecil Rae Taman Canning, Negari Perak, Malaysia, Ipoh 31400 Malaysia",,American,AmericanCafeAsianMalaysian,+60 12-501 7111,
E Poh Ayam Garam,5.0 ,"30300, 36, Jalan Sultan Abdul Jalil, Ipoh 30000 Malaysia",https://www.facebook.com/epohayamgaram/,$,$ChineseAsianDiner,+60 5-241 1672,"Chinese, Asian, Diner, Street Food, Malaysian"
Laksa Telur Goreng Bersarang,3.5 ,"Jalan Margosa D/8 No.1, Ipoh 31350 Malaysia",https://laksabersarang.blogspot.com/,$,$CafeAsianMalaysian,+60 18-577 2955,"Lunch, Dinner"
Tirupathi Vilas,4.0 ,"Jalan Sultan Yusof Ipoh Little India, Ipoh 30000 Malaysia",,$,$IndianAsianMalaysian,+60 5-205 8018,Halal
S.Punethawathi Curry House,5.0 ,"Jalan Kompleks Sukan, Ipoh 31400 Malaysia",http://spunethawathi-curry-house.business.site/,$,$Indian,+60 16-563 4451,Indian
East Come Restaurant,4.0 ,"43&45 Jalan Hussein, Ipoh 30250 Malaysia",,$$ - $$$,$$ - $$$ChineseSeafood,+60 5-255 9328,Reservations
Sabah Tea Garden Boutique Cafe,4.5 ,"18 - 20 Jalan Tun Sambanthan, Ipoh 30000 Malaysia",https://www.facebook.com/stgipoholdtown/,$$ - $$$,$$ - $$$Cafe,+60 5-243 3116,
Classic Dinning,4.0 ,"No. 2-15, Jalan Kamaruddin Isa Taman Fair Park, Ipoh 31400 Malaysia",,Chinese,Chinese,+60 18-273 0188,"Lunch, Dinner"
Opeam,5.0 ,"28 Lebuh Hock Lee Taman Hock Lee, Ipoh 31400 Malaysia",https://www.facebook.com/opeam/,International,International,+60 16-740 0782,
A LI YAA Island Restaurant and Bar (Ipoh),4.5 ,"D-G-R 2&3 m De Garden No. 3, Persiaran Medan, Ipoh 31400 Malaysia",,Asian,AsianSri Lankan,+60 5-547 3700,
Kikilalat,5.0 ,"27 Jalan Bijeh Timah, Ipoh 30000 Malaysia",https://www.facebook.com/Kikilalat.place/,$,$CafeInternationalFusion,+60 17-578 6318,"Cafe, International, Fusion, Beer restaurants"
Y Food Box Restaurant,4.5 ,"No.91,Jalan Canning Estate, Ipoh 31400 Malaysia",https://www.facebook.com/yfoodbox88/,$,$ChineseAsianMalaysian,+60 5-549 5313,"Chinese, Asian, Malaysian"
Platform 9 1/2 Cafe,3.5 ,"22, Lorong Panglima, Concubine Ln, Ipoh 3000 Malaysia",,$$ - $$$,$$ - $$$Cafe,,
Kedai Kopi Sun Yuan Loong,4.0 ,"Medan Bendahara 2, Ipoh 31650 Malaysia",,$,$ChineseAsianMalaysian,,"Breakfast, Lunch, Dinner"
Makan Nyonya Cafe,4.0 ,"57 Laluan Tasek timur Pusat Perdagagan Tasek Indra, Ipoh 31400 Malaysia",https://www.facebook.com/MakanNyonyaCafe/,$$ - $$$,$$ - $$$Asian,+60 16-597 4848,"Breakfast, Lunch"
New Paradise Restaurant,4.5 ,"632 Lorong Bercham 6 Kampung Bercham, Bercham, Ipoh 31400 Malaysia",,Chinese,Chinese,+60 5-545 5439,
Tang Yuan Restaurant,5.0 ,"25, Jalan Perajurit, Taman Ipoh Timur, Ipoh 31400 Malaysia",,Chinese,ChineseAsianMalaysian,+60 12-354 7178,"Breakfast, Lunch"
Nasi Briyani Bukhara,4.5 ,"Jalan Dass Kampung Jawa, Ipoh 30300 Malaysia",,,,,
,4.5 ,,,,,,
kedai kopi Sun Yuan Foong,5.0 ,"17 Jalan Bandar Timah, Ipoh 30000 Malaysia",,,,+60 19-550 4888,
Berlin's Bier Houz,3.5 ,"No. 12 Ground Floor Greentown Business Centre, Ipoh 11900 Malaysia",https://www.facebook.com/samburademorereatibaia/info,$$ - $$$,$$ - $$$GermanBarEuropean,60 5-241 8118,"Lunch, Dinner"
Facey Noodle House,4.5 ,"25 Persiaran Greentown 7, Ipoh 30450 Malaysia",,Chinese,ChineseJapaneseAsianKorean,+60 10-770 7907,Lunch
Rojak N Cendol Padang Ipoh,3.5 ,"No 17 Jalan Tun Sambanthan, Ipoh 30000 Malaysia",https://www.facebook.com/cendolpadangipoh,$,$AsianMalaysian,+60 10-393 3364,"Takeout, Wheelchair Accessible"
Jose & Deli,3.5 ,"Jalan Dato Onn Jaafar Kampung Jawa, Ipoh 30300 Malaysia",http://www.facebook.com/joseanddeli,$$ - $$$,$$ - $$$CafeEuropean,+60 5-241 3712,"Breakfast, Dinner, Brunch"
The Grounds Coffee,4.5 ,"2-23a Festival Walk Jalan Medan Ipoh 1 Medan Ipoh Bestari Festival Walk, Ipoh 31400 Malaysia",,$,$,605415716,
Daorae Korean BBQ,4.0 ,"Lot L1-R-9 1st Floor, de Garden No 3, Persiaran Medan Ipoh, Ipoh 31400 Malaysia",http://www.degarden.com.my/shoplocation/daorae-korean-bbq/,Asian,AsianKorean,+60 5-548 2616,
Wan Loi Noodles,5.0 ,"29, Jalan S. A. Lingam, Taman Ipoh Selatan, Ipoh 31400 Malaysia",,$,$Chinese,+60 16-786 1118,Chinese
Kok Thai Restaurant,3.5 ,"56-64 Lebuh Medan Ipoh, Ipoh 31400 Malaysia",,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 5-546 8407,"Dinner, Lunch"
Warung Ajaib Nasi Bajet Pak Hassan,5.0 ,"Jambatan Sg Kati Jalan Taman Merdeka, Ipoh 30100 Malaysia",,Chinese,ChineseIndianAsianMiddle Eastern,+60 11-1061 2796,"Breakfast, Lunch"
Karat Cafe,4.0 ,"Jalan Sultan Abdul Jalil, Ipoh 30300 Malaysia",,European,EuropeanAsian,+60 12-596 4200,"Breakfast, Lunch"
Medan Selera Dato Tawhil Azar,3.5 ,"Jln Raja Musa Aziz New town, Ipoh 30450 Malaysia",,$,$Chinese,,
Restoran Zui Le Xuan Dim Sum,4.5 ,"28, Jalan Ng Seong Teik, Taman Pertama, Ipoh 30100 Malaysia",https://www.facebook.com/zui.le.xuan.dim.sum/,Chinese,ChineseMalaysian,+60 16-549 2219,"Breakfast, Lunch"
Rainbow Seafood Restaurant,4.0 ,"Pt 128667 Jalan Menglembu, Menglembu 31450 Malaysia",,$$$$,$$$$ChineseAsianCantonese,+60 5-282 1650,"Dinner, Brunch"
Kedai Mi Cong Yin,4.5 ,"39, Lebuh Raya Taman Ipoh Garden South, Ipoh 31400 Malaysia",,,,+60 16-592 8668,
Subway,4.0 ,"No. 5 Persiaran Greentown 4 Greentown Business Centre, Ipoh 30450 Malaysia",,$$ - $$$,$$ - $$$Fast food,+60 5-241 3857,
Como Cafe & Dessert Bar,4.0 ,"5 Persiaran Menglembu Suria, Ipoh 30200 Malaysia",https://www.facebook.com/comocafeipoh/,$$ - $$$,$$ - $$$DessertItalianCafe,+60 5-281 0998,"Cafe, Italian, International, Asian, Fusion"
Dim Sum Yuen,4.5 ,"No. 48 & 50 G Floor Taman Ipoh, Ipoh 31400 Malaysia",,Chinese,Chinese,6055452268,
Peak Village Cafe,5.0 ,"52 Jalan Lapangan Terbang Medan Lapang Suria, Ipoh 31350 Malaysia",http://www.facebook.com/Peakvillagecafe,$$ - $$$,$$ - $$$ChineseJapaneseSouthwestern,+60 5-318 9969,
Biskut dan Kuih Sin Mee Fah,5.0 ,"No.26-3,jalan theatre,30300 ipoh, Ipoh Malaysia",http://www.facebook.com/Sin-Mee-Fah-Biskut-Kuih-%E6%96%B0%E7%BE%8E%E8%8F%AF-194888713944023/,Chinese,Chinese,+60 19-557 9583,
PS Spice Kitchen,5.0 ,"37 Lebuh Lapangan Cyber 1, Ipoh Malaysia",,Indian,Indian,+60 19-525 1771,
Lanna Thai,3.5 ,"Jalan Sultan Idris Shah, Ipoh 31400 Malaysia",https://www.facebook.com/LannaThaiIpoh/,$$ - $$$,$$ - $$$Thai,+60 12-333 0329,
Thai Mookata Steamboat & Cafe,4.5 ,"No.48 Laluan Ipoh Perdana, Taman Ipoh Perdana, Ipoh 31400 Malaysia",http://www.facebook.com/thaimookatasteamboat,Thai,Thai,+60 5-545 3609,Dinner
Padi House,3.5 ,"23 Persiaran Greentown 8 Greentown Business Center, Ipoh 30450 Malaysia",,$$ - $$$,$$ - $$$ItalianChineseAmerican,+60 12-676 2843,Reservations
Jj Corner,4.5 ,"49 Jalan Medan Ipoh 6 Bandar Baru Medan Ipoh, Ipoh 31400 Malaysia",,Asian,AsianMalaysian,+60 12-523 3696,
Kafe Little Nam Yeong,4.0 ,"8 & 10 Jalan Chiew Sin Onn, Ipoh 31650 Malaysia",https://www.facebook.com/Kafe-Little-Nam-Yeong-%E5%B0%8F%E5%8D%97%E6%B4%8B-2117516988481753/,,,+60 18-955 4113,
Restoran Shabu Shabu & Stimbot,3.5 ,"No. 14 Jalan Raja Dr Nazrin Shah, Ipoh 30250 Malaysia",http://www.restoranshabushabu.com/Contact_Us.html,$$ - $$$,$$ - $$$SeafoodAsianHalal,605-241 3555,Halal
Sun Tong Chew Bak Kut Teh,4.5 ,"24-1, Jalan Chung Thye Phin Ipoh Town, Ipoh 30250 Malaysia",,,,+60 16-500 8324,
Restaurant Caterbest,4.5 ,"No. 74 74a Jalan Taman Sri Dermawan, Ipoh 31400 Malaysia",https://www.restaurantcaterbest.com/,Chinese,ChineseHalal,+60 12-510 8022,Halal
Sedap,4.5 ,"19 Jalan Sultan Idris Shah, Ipoh 30000 Malaysia",,$,$AsianMalaysian,+60 11-1086 1385,
Ong Kee Bean Sprouts,3.5 ,"48,51 & 53, Jalan Yau Tet Shin, Ipoh 30300 Malaysia",,$$ - $$$,$$ - $$$Asian,+60 5-253 1562,Dinner
MP BBQ Steamboat,3.5 ,"No. 104A Jalan Sultan Abdul Jalil, Ipoh 30450 Malaysia",,$$ - $$$,$$ - $$$ChineseInternationalBarbecue,+60 5-241 3866,"Chinese, International, Barbecue, Asian, Malaysian"
OldTown White Coffee Grand,3.5 ,"2 Hala Datuk 5 M Boutique Hotel, Ipoh 31650 Malaysia",http://ipoh.mboutiquehotels.com/portfolio_page/oldtown-white-coffee-grand/,$$ - $$$,$$ - $$$ChineseAsianMalaysian,+60 16-526 6897,"Breakfast, Lunch, Dinner, Brunch, After-hours, Drinks"
718 Pizza,5.0 ,"6, Persiaran Greentown 8 Greentown Business Centre, Ipoh 30450 Malaysia",https://www.facebook.com/718Pizza/,$$ - $$$,$$ - $$$Pizza,+60 5-210 8835,Pizza
Tan Ngan Lo Herbal Tea Cafe,3.5 ,"63 Jalan Yau Tet Shin, Ipoh 30300 Malaysia",,$$ - $$$,$$ - $$$,+60 5-241 3872,
Kafe Fei Bo Snow Beer 肥波雪花啤酒,4.0 ,"No. 8 Jalan Medan Ipoh 3, Ipoh 31400 Malaysia",http://www.facebook.com/feibosnowbeer/,,,+60 16-557 0822,
Sri Aryaa Bahvan,4.0 ,"7 Jalan Bandar Timah Situated In The Corner, Ipoh 30000 Malaysia",https://www.facebook.com/sriaaryabhavan/,Indian,Indian,+60 12-545 4232,
Restoran Moga Punjab,4.0 ,"12 Jalan Lahat Ipoh Old Town Little India Area, Ipoh 30000 Malaysia",,Indian,IndianVegetarian Friendly,+60 5-242 2918,Vegetarian Friendly
The Brew House Ipoh,4.0 ,"10, Jalan Dato Seri Ahmad Said, Ipoh 30450 Malaysia",,Brew Pub,Brew PubAsianPubFusion,6052112233,
It's Allegra Cafe & Bakery,5.0 ,"Hospital Ipoh Lobby Jalan raja dihilir, Ipoh 30586 Malaysia",,Cafe,Cafe,+60 11-2435 8552,"Breakfast, Lunch, Dinner"
