poiID,activityRating,ratingDate,userID
P003923,3,8/1/2023,U02977
P000855,5,20/9/2022,U07325
P001331,1,5/6/2023,U01980
P002874,1,11/8/2022,U03270
P003434,4,7/2/2023,U01091
P003018,2,23/8/2022,U03101
P005130,2,23/8/2022,U03951
P001119,3,12/4/2023,U02927
P000681,3,16/4/2022,U03394
P000832,3,19/8/2023,U09915
P003798,2,19/7/2023,U06957
P002966,1,19/9/2023,U07243
P002856,3,19/7/2023,U01867
P001586,1,5/4/2023,U02725
P004553,3,20/10/2022,U02282
P003991,1,4/4/2023,U03525
P002921,2,9/8/2022,U07173
P005028,3,19/6/2022,U03896
P003634,4,18/3/2022,U04443
P004061,4,3/2/2023,U03154
P002843,3,20/3/2023,U00632
P002448,2,9/1/2023,U05975
P004040,3,28/8/2023,U06740
P003148,1,9/5/2022,U05885
P002662,5,6/6/2023,U07567
P000779,4,25/5/2022,U00155
P004696,2,14/8/2022,U02789
P000272,1,22/6/2022,U08244
P004156,1,1/1/2022,U05995
P003951,1,27/8/2022,U07105
P001476,4,21/1/2022,U02376
P002146,2,26/8/2023,U07850
P005113,3,31/5/2023,U04698
P001497,2,16/12/2022,U04471
P004385,2,8/3/2022,U04855
P002102,4,18/6/2023,U07307
P000126,2,10/5/2022,U08140
P000256,2,15/2/2023,U07398
P004714,5,25/7/2023,U04778
P003680,2,12/12/2022,U09420
P000112,4,31/1/2022,U01700
P004192,3,31/1/2022,U08873
P000180,3,11/4/2022,U01933
P002601,3,30/1/2023,U06879
P002682,1,9/4/2022,U03384
P004110,3,22/4/2023,U07505
P003151,2,1/6/2022,U04925
P002288,1,11/1/2022,U05407
P004623,1,8/3/2022,U06612
P001064,2,15/6/2023,U01369
P002897,3,20/4/2023,U06727
P004459,2,30/4/2023,U05463
P003654,5,18/7/2022,U06366
P003211,5,17/1/2022,U01176
P001757,3,12/8/2022,U06535
P000481,1,24/1/2022,U04356
P004515,3,7/1/2023,U01033
P002080,2,2/4/2022,U04562
P000375,2,3/6/2022,U06845
P001125,3,15/9/2022,U00834
P000204,4,1/2/2022,U05458
P002257,4,16/2/2022,U00645
P002579,1,21/6/2023,U06726
P004268,2,14/9/2023,U05356
P000840,1,24/4/2022,U08086
P003255,5,26/10/2022,U07255
P001736,3,3/2/2022,U06339
P000842,5,23/2/2023,U03518
P004504,4,22/4/2023,U04389
P003997,3,20/7/2022,U09514
P004340,5,14/2/2022,U03253
P000270,5,6/7/2022,U02847
P002615,3,25/5/2023,U08247
P004525,1,11/3/2022,U09686
P001150,1,3/1/2023,U06205
P001792,1,29/8/2023,U04398
P003302,3,29/6/2023,U05265
P003533,5,16/2/2023,U04145
P004674,2,14/11/2022,U01107
P004995,2,11/4/2023,U04575
P002805,4,6/3/2022,U09089
P000862,4,28/8/2023,U07624
P000636,4,19/4/2023,U01089
P002100,3,21/1/2023,U03717
P000447,4,2/5/2023,U07961
P002950,5,7/5/2023,U07848
P001209,5,27/5/2023,U03107
P002551,5,19/1/2023,U00808
P002572,4,23/7/2023,U00038
P001704,4,12/6/2023,U04848
P002523,5,30/5/2022,U09828
P000497,1,25/8/2022,U04509
P002812,4,9/9/2023,U00533
P000362,3,14/2/2022,U06889
P000171,1,14/1/2022,U01693
P003528,4,16/4/2023,U07302
P004418,2,2/10/2023,U05238
P000267,4,16/6/2023,U06506
P003682,1,21/12/2022,U04763
P004743,1,6/6/2022,U02818
P001018,3,11/7/2023,U00782
P003578,5,15/2/2022,U07506
P001450,3,1/7/2022,U05737
P001822,5,28/1/2022,U09398
P002347,1,2/6/2022,U08553
P002940,3,2/10/2022,U04320
P001778,2,17/3/2022,U00176
P005100,2,8/12/2022,U09033
P000627,2,19/10/2023,U02729
P005127,5,13/2/2022,U09866
P002318,3,22/2/2023,U09833
P002760,3,28/3/2023,U04533
P000704,1,4/6/2023,U09193
P000405,3,16/8/2022,U07252
P004531,2,22/5/2023,U05145
P001915,1,19/8/2023,U01033
P002748,1,25/1/2022,U08845
P005028,3,18/1/2022,U02477
P000219,3,9/6/2023,U05832
P000507,4,24/8/2023,U01577
P001023,4,16/6/2023,U03611
P002175,5,19/7/2022,U05752
P001461,2,16/5/2022,U07332
P002667,3,2/12/2022,U08927
P004767,4,15/12/2022,U03711
P000952,3,24/12/2022,U02971
P005094,2,13/1/2022,U00972
P002987,2,21/10/2023,U00222
P000499,4,25/10/2023,U01825
P005147,4,12/5/2023,U07626
P003233,4,26/2/2023,U05136
P004667,4,28/8/2023,U06410
P004750,5,14/4/2022,U06095
P003117,3,6/11/2022,U02261
P002873,4,15/4/2022,U02561
P003505,4,7/12/2022,U05706
P004676,4,21/7/2022,U02436
P004998,1,25/2/2023,U05083
P002113,2,6/11/2022,U00117
P000305,3,30/8/2022,U00737
P003203,1,28/9/2023,U01196
P001846,3,21/7/2023,U09274
P001208,1,2/5/2022,U03114
P003458,4,21/2/2023,U04976
P003022,3,6/8/2022,U01101
P003911,2,8/1/2022,U09167
P001318,2,16/7/2022,U05459
P003235,3,25/10/2022,U05297
P000467,2,20/12/2022,U02345
P002053,5,5/6/2023,U08578
P003665,3,30/11/2022,U02289
P001007,1,4/2/2023,U05989
P002585,4,15/1/2023,U01467
P000313,1,19/6/2022,U08602
P003360,4,26/9/2023,U05592
P001759,2,16/2/2022,U04568
P004372,5,16/11/2022,U03629
P004603,5,26/1/2023,U05735
P002423,1,21/2/2022,U00665
P000805,4,20/5/2022,U08442
P003660,4,4/11/2022,U02704
P003979,2,20/1/2023,U06235
P002319,4,5/5/2022,U03708
P002593,1,10/8/2023,U08108
P003159,4,1/10/2023,U01634
P004130,5,18/9/2023,U05939
P000713,4,20/12/2022,U06598
P001572,1,7/6/2022,U03864
P000674,2,18/3/2023,U07157
P004493,1,16/10/2023,U06341
P003276,3,31/1/2022,U04082
P004719,2,31/7/2023,U06302
P004480,4,20/10/2022,U04879
P001038,5,6/10/2022,U05643
P002084,1,5/12/2022,U07272
P003026,1,22/1/2023,U00253
P005184,1,14/5/2022,U05137
P004883,2,2/3/2023,U09681
P002916,2,31/5/2023,U05821
P003198,2,7/11/2022,U01930
P002035,5,13/3/2022,U03980
P001126,5,18/5/2022,U03414
P004622,2,12/3/2022,U08521
P005198,4,21/10/2022,U02977
P003006,4,20/11/2022,U07210
P000089,3,14/7/2023,U07357
P003971,2,1/3/2022,U01484
P001129,2,5/4/2023,U09356
P000769,3,10/4/2023,U05024
P000851,2,29/8/2023,U01716
P003641,2,2/7/2022,U09870
P000740,5,28/10/2023,U08468
P000601,2,11/12/2022,U05572
P003718,5,22/1/2023,U07613
P000189,5,2/8/2022,U08160
P004462,3,6/9/2022,U08928
P001221,1,7/4/2022,U05909
P003941,5,6/1/2023,U04224
P000651,4,25/10/2023,U04470
P003338,1,1/5/2022,U01596
P002597,4,21/11/2022,U09939
P000009,4,13/9/2022,U07976
P004956,3,26/9/2022,U04786
P000111,1,6/5/2023,U07303
P001316,5,25/6/2022,U04322
P002121,3,6/12/2022,U09792
P001222,4,20/11/2022,U01557
P002196,3,27/7/2023,U08610
P004022,4,19/2/2022,U03279
P001043,5,10/10/2022,U00804
P003552,4,13/9/2022,U05735
P004588,5,25/6/2022,U07993
P002905,3,15/5/2022,U01782
P004907,3,6/5/2022,U09671
P004476,3,24/10/2022,U03931
P003147,1,13/2/2023,U04705
P003784,1,17/10/2022,U07088
P000732,4,9/11/2022,U02909
P004317,4,16/10/2022,U06365
P005124,4,19/9/2022,U08636
P000684,5,25/3/2022,U07913
P002983,4,20/3/2023,U03017
P000514,5,18/5/2023,U07698
P000281,3,15/8/2022,U01732
P001151,5,5/4/2023,U05172
P004599,5,25/2/2023,U02516
P003779,5,11/6/2022,U00584
P004652,2,30/5/2022,U01941
P004712,2,2/6/2022,U01891
P000707,5,6/3/2022,U01326
P002457,2,25/10/2023,U09607
P000075,5,26/7/2023,U04877
P003805,1,12/2/2022,U08648
P004267,1,20/11/2022,U06993
P003898,3,6/5/2022,U01934
P003163,3,14/8/2022,U08924
P000286,3,24/10/2023,U03522
P002204,2,25/6/2022,U08460
P002384,4,18/8/2023,U09433
P003159,4,23/8/2023,U01851
P005100,3,31/8/2022,U02974
P003987,4,9/3/2022,U02336
P004236,4,21/5/2023,U03706
P003108,4,18/9/2022,U06188
P001179,4,4/1/2022,U06987
P000095,2,6/8/2023,U04322
P004151,3,5/9/2023,U03931
P000627,3,24/7/2022,U00010
P004577,5,17/10/2022,U04645
P003743,2,10/10/2022,U04576
P000120,5,7/10/2022,U08850
P001487,4,23/8/2022,U02382
P001136,2,21/10/2023,U02760
P001522,4,8/10/2023,U02393
P000540,1,20/11/2022,U01249
P004422,5,3/11/2022,U05320
P004471,3,11/12/2022,U09478
P002145,1,17/8/2022,U06298
P004224,3,11/2/2022,U08899
P001825,2,4/6/2022,U09694
P005143,4,21/2/2023,U01647
P002468,2,29/10/2022,U08393
P005078,5,19/9/2023,U03313
P000928,4,23/11/2022,U01428
P004167,4,14/2/2022,U08141
P004899,5,22/8/2023,U09845
P002144,4,14/11/2022,U01734
P004297,1,6/6/2023,U00063
P001419,2,5/2/2022,U00493
P003905,4,26/8/2023,U04856
P003865,1,26/8/2023,U08868
P002328,5,27/4/2023,U09607
P004401,4,1/4/2023,U04241
P005100,4,16/4/2022,U07728
P002644,2,16/5/2023,U03307
P004694,5,26/1/2023,U07346
P000399,5,2/10/2022,U06805
P003592,3,24/10/2023,U04659
P002793,1,13/11/2022,U03469
P000331,3,6/4/2023,U05936
P002746,3,13/7/2022,U05845
P000251,1,4/7/2023,U03426
P000070,4,15/5/2022,U01235
P003225,1,6/10/2023,U00923
P001287,5,29/4/2023,U07584
P000681,4,29/3/2022,U06232
P002236,2,10/8/2023,U06721
P004860,5,30/4/2022,U00750
P002471,2,9/10/2022,U03101
P001342,3,25/1/2023,U02280
P001405,5,7/6/2022,U09836
P004075,3,5/12/2022,U07450
P004892,5,25/7/2023,U05624
P000666,2,16/3/2022,U07319
P002389,5,14/1/2022,U03086
P002414,2,27/8/2023,U02457
P003960,2,2/7/2023,U09348
P003778,1,15/8/2023,U09743
P000809,3,20/8/2022,U05023
P003639,3,2/5/2023,U07915
P000768,3,18/11/2022,U03718
P001128,5,10/9/2022,U04099
P002910,5,22/11/2022,U00618
P001753,2,8/6/2022,U01419
P003473,2,13/7/2023,U08178
P004704,3,4/1/2022,U05838
P001961,1,8/5/2022,U05142
P003321,1,4/6/2022,U05769
P004160,2,4/4/2022,U05239
P004614,5,6/3/2022,U05239
P000620,2,3/6/2022,U06602
P000536,1,23/8/2023,U04308
P004334,2,1/12/2022,U07320
P001256,5,4/3/2022,U01405
P004073,1,24/6/2023,U02056
P002512,1,10/9/2023,U00083
P005037,1,26/12/2022,U02781
P001999,2,15/8/2023,U04241
P001610,3,15/1/2023,U04212
P002651,1,23/9/2023,U05558
P001192,2,30/1/2023,U01320
P000557,5,3/6/2022,U02205
P001597,5,22/6/2022,U04828
P003343,1,26/1/2023,U09165
P000978,2,24/9/2022,U09038
P001790,1,16/10/2023,U06068
P001244,1,24/2/2022,U09109
P000087,1,6/6/2023,U00472
P000641,5,11/5/2023,U07446
P001134,4,8/7/2022,U09625
P003907,2,18/12/2022,U07772
P000596,2,10/2/2022,U01047
P001134,4,23/10/2023,U04956
P001759,1,11/9/2023,U05843
P004355,5,6/8/2022,U09305
P000192,5,12/3/2023,U02057
P002279,4,5/6/2023,U09526
P003813,3,18/6/2022,U08615
P002809,3,7/4/2023,U02688
P003511,3,18/10/2022,U07432
P000868,5,9/3/2023,U05502
P003638,3,19/10/2022,U03211
P001604,4,24/7/2022,U03141
P000878,2,7/4/2022,U06260
P002245,1,26/8/2023,U00827
P004065,2,18/7/2022,U08840
P001574,5,21/11/2022,U00962
P003246,4,7/5/2023,U04618
P003984,3,1/9/2023,U02570
P004104,1,7/6/2022,U01012
P004718,3,3/10/2023,U04879
P001757,5,26/11/2022,U09149
P002562,3,26/3/2022,U02061
P000674,2,3/7/2023,U08980
P004169,4,6/5/2023,U03240
P004729,2,1/10/2022,U05058
P005196,5,26/1/2022,U01237
P004673,5,14/8/2023,U04407
P002113,4,17/10/2022,U00264
P001682,3,2/6/2023,U01316
P002202,2,7/5/2023,U03406
P001323,4,8/6/2022,U01674
P005195,5,31/1/2023,U08641
P003373,5,25/9/2023,U07905
P000177,4,25/10/2023,U07395
P000120,3,22/9/2023,U05317
P002664,3,19/10/2022,U05713
P001243,1,11/4/2022,U02861
P001207,3,28/2/2022,U00088
P001450,5,12/4/2022,U05809
P005007,3,20/5/2023,U07096
P002909,3,19/2/2022,U05063
P001019,5,29/1/2022,U00317
P003750,3,18/1/2022,U02437
P005106,4,30/11/2022,U09106
P002234,2,13/6/2022,U02347
P001935,5,29/6/2022,U06771
P002648,1,10/12/2022,U06666
P000606,1,27/7/2022,U09254
P001757,5,25/9/2023,U07057
P003960,1,5/7/2023,U03612
P001283,3,5/5/2023,U07478
P004495,4,17/10/2023,U05527
P005126,3,15/10/2022,U07146
P003815,4,17/10/2023,U03479
P004706,2,3/2/2022,U08580
P004086,3,7/2/2022,U06097
P002937,2,1/8/2022,U00173
P000599,2,25/2/2023,U04330
P002686,5,23/6/2023,U02034
P000425,4,24/6/2023,U05748
P004187,2,29/9/2023,U09947
P003099,3,22/11/2022,U06511
P003546,4,28/6/2023,U04332
P002505,5,20/10/2023,U02259
P002921,4,25/5/2022,U06103
P000670,3,18/4/2023,U01205
P000101,2,27/8/2023,U09583
P004225,4,25/7/2023,U05928
P002765,4,21/4/2022,U02738
P000827,1,1/1/2022,U01229
P004186,5,23/3/2022,U04104
P005014,2,15/4/2023,U05233
P001600,1,8/6/2022,U01303
P004966,2,17/8/2023,U04931
P002734,5,18/2/2022,U09072
P001722,2,31/3/2022,U00450
P003436,4,14/1/2023,U08505
P000353,1,30/11/2022,U06480
P004708,4,1/4/2023,U03320
P004315,4,7/6/2023,U08140
P000709,4,6/6/2023,U01321
P004766,1,17/8/2022,U01744
P002247,4,9/8/2022,U09146
P002281,5,12/2/2023,U07698
P003899,5,3/2/2023,U08656
P003233,5,2/9/2023,U09143
P004464,1,12/10/2023,U01935
P004625,2,29/10/2023,U01285
P000546,3,23/11/2022,U02757
P000019,1,13/7/2022,U04495
P004348,4,25/4/2023,U06984
P001889,1,31/3/2022,U08862
P000668,3,10/2/2022,U06397
P004719,2,14/1/2023,U02304
P002060,5,23/5/2022,U00414
P003597,3,23/4/2022,U05716
P002084,3,19/11/2022,U06561
P004632,5,23/10/2023,U01026
P004084,5,18/7/2022,U05096
P001218,1,2/10/2023,U01995
P004581,1,12/4/2023,U09863
P004150,4,10/3/2023,U04271
P000831,2,15/1/2023,U05869
P003926,4,23/10/2023,U00004
P000033,1,30/10/2022,U04295
P004064,3,25/4/2022,U09252
P002172,4,7/2/2023,U07242
P002348,4,29/7/2022,U08133
P001735,1,28/5/2023,U07191
P001504,2,19/8/2022,U07326
P000060,2,10/11/2022,U06125
P004435,5,14/2/2023,U05633
P004023,3,2/1/2022,U06860
P000886,1,21/5/2023,U06735
P000069,1,6/3/2022,U04572
P002833,1,30/6/2022,U04741
P004765,4,25/2/2023,U09344
P002512,5,29/4/2023,U02512
P004958,3,11/6/2022,U07306
P005172,2,18/4/2022,U09138
P002774,3,10/6/2022,U04892
P002056,1,10/2/2023,U02703
P001250,2,9/4/2022,U03250
P000182,4,4/6/2022,U00126
P004559,4,8/3/2022,U00108
P003528,4,14/11/2022,U03132
P001401,1,14/7/2023,U04807
P004763,3,1/10/2022,U01310
P002921,1,5/10/2022,U03594
P000601,1,11/3/2023,U07446
P004462,4,27/4/2023,U04063
P003629,4,17/5/2023,U05243
P004498,2,26/10/2023,U03586
P004844,5,11/6/2022,U02614
P003061,2,27/6/2022,U06433
P003399,2,26/3/2022,U04797
P002635,3,23/7/2022,U05066
P001753,4,11/7/2022,U09722
P001405,5,3/5/2022,U09153
P001701,4,17/2/2022,U01639
P004551,4,10/12/2022,U07794
P003306,1,30/1/2023,U03433
P001217,1,9/2/2022,U09736
P005169,4,1/9/2023,U09033
P000094,5,24/2/2022,U00726
P001338,2,2/10/2023,U08495
P001196,4,27/12/2022,U03776
P000501,3,1/7/2023,U09648
P001064,5,10/2/2022,U00787
P000425,5,3/4/2022,U01981
P001280,4,7/6/2022,U05725
P001178,2,11/7/2023,U08480
P002327,1,5/5/2022,U06592
P003354,3,30/9/2023,U01179
P003546,2,28/2/2022,U08245
P004569,2,17/7/2023,U08276
P003858,5,23/4/2023,U03554
P001859,5,15/11/2022,U00900
P001627,2,30/3/2022,U01871
P000272,5,24/5/2023,U09465
P000890,1,30/7/2022,U02983
P003427,1,15/10/2023,U06440
P002852,1,1/8/2023,U00156
P004679,5,25/10/2023,U04398
P001946,2,29/6/2022,U00123
P004575,3,28/6/2023,U05574
P000272,3,14/3/2022,U01644
P001055,3,14/8/2022,U06492
P004361,3,4/7/2022,U03760
P004426,4,3/2/2022,U02111
P002317,2,26/6/2022,U02857
P004823,4,2/10/2022,U06683
P003337,4,31/12/2022,U06498
P000012,4,31/5/2022,U07096
P001146,5,24/1/2023,U01061
P001371,5,3/8/2022,U06825
P002004,2,14/2/2022,U04045
P002297,4,26/11/2022,U00673
P000101,3,25/7/2023,U06219
P003851,5,29/6/2022,U07835
P003482,2,16/8/2023,U02170
P002818,4,22/2/2022,U04470
P004476,4,19/8/2022,U06380
P001816,2,2/6/2023,U07495
P004937,1,8/3/2023,U08381
P002956,2,11/9/2023,U00028
P001296,4,26/7/2023,U00424
P002710,1,2/11/2022,U03168
P001694,1,1/1/2023,U02459
P000351,1,8/1/2022,U09713
P002090,3,29/3/2022,U04439
P002746,5,6/3/2022,U02284
P003901,4,24/4/2023,U02039
P003528,2,3/3/2023,U04118
P003674,1,14/3/2022,U03884
P000618,5,11/6/2023,U08380
P005007,4,10/6/2023,U05162
P001980,5,21/11/2022,U09275
P002523,2,1/8/2022,U09159
P001016,4,5/2/2023,U08832
P000666,5,13/10/2022,U01175
P003000,2,18/10/2023,U01457
P004863,4,13/4/2023,U02484
P001198,3,4/3/2023,U04873
P003571,4,14/3/2023,U08767
P000355,1,10/5/2023,U01957
P003469,1,14/8/2023,U06403
P001190,1,13/9/2023,U02125
P000128,4,24/12/2022,U05533
P000569,5,8/2/2023,U01460
P002988,3,4/2/2022,U02455
P002419,1,23/12/2022,U06489
P001669,2,30/6/2022,U00761
P002358,5,21/2/2022,U00721
P004021,4,4/10/2022,U01319
P002762,2,10/6/2022,U09004
P004644,2,2/9/2022,U01197
P002144,4,25/11/2022,U06567
P001524,4,27/11/2022,U07274
P004468,5,3/6/2022,U00796
P003569,2,23/7/2022,U05627
P001762,3,24/9/2023,U04517
P004571,1,10/10/2022,U08246
P000322,3,2/8/2023,U08752
P001056,5,4/1/2023,U05551
P003417,1,6/4/2023,U03809
P002281,2,10/4/2022,U00141
P005199,1,13/9/2023,U08461
P001707,1,10/2/2022,U03361
P001979,5,6/1/2023,U00645
P001180,5,21/5/2023,U05313
P003639,4,15/9/2022,U02702
P001741,1,1/5/2022,U08009
P005006,3,2/4/2023,U06495
P004741,1,24/10/2022,U04713
P001633,5,31/3/2023,U04890
P003794,1,21/9/2022,U03687
P002189,3,19/7/2023,U07264
P004681,3,18/10/2022,U03062
P003033,5,3/5/2022,U01161
P000513,5,2/9/2022,U07870
P001086,4,7/8/2022,U02156
P003664,4,18/10/2022,U03568
P000310,2,29/8/2023,U00305
P002292,1,25/6/2023,U01963
P001247,3,19/5/2023,U06554
P003647,2,30/7/2023,U08068
P000346,1,29/1/2022,U07328
P002241,2,2/2/2023,U03091
P000368,1,4/5/2023,U02596
P002450,2,24/1/2022,U02972
P004174,5,5/6/2023,U06727
P000940,3,7/3/2022,U02041
P004412,5,14/9/2022,U06211
P001424,1,29/11/2022,U06024
P001845,5,25/6/2023,U02400
P002558,2,15/9/2023,U00745
P003226,4,19/8/2023,U02741
P001904,2,8/6/2023,U01093
P003252,1,11/10/2023,U08631
P003436,1,13/8/2022,U05443
P000346,5,24/10/2023,U01354
P004077,5,15/9/2022,U03629
P005030,1,24/12/2022,U00799
P003186,3,23/9/2023,U01057
P001426,2,6/10/2023,U02228
P001236,2,19/6/2022,U03078
P002593,2,29/4/2022,U03851
P002006,4,2/5/2023,U04814
P001343,1,2/4/2023,U07417
P002840,4,10/2/2023,U08834
P001277,1,8/5/2023,U05622
P000738,1,25/5/2022,U03389
P003105,4,19/5/2023,U08955
P003351,1,28/2/2022,U03296
P001673,5,13/6/2023,U01429
P001567,1,6/10/2022,U06466
P000724,3,2/7/2022,U01821
P002050,5,9/6/2023,U06299
P004680,2,15/1/2023,U05208
P002183,4,30/9/2023,U00824
P004799,2,28/12/2022,U01349
P000434,5,9/8/2023,U05780
P001062,5,16/10/2022,U09436
P002397,1,26/4/2023,U04784
P003063,1,23/9/2023,U01543
P001245,2,22/5/2023,U00383
P003225,3,19/11/2022,U07819
P000743,5,28/4/2023,U04500
P002768,5,20/6/2022,U08100
P002143,5,13/4/2023,U03913
P001558,1,8/4/2023,U04036
P001116,3,16/8/2023,U08110
P004897,1,24/8/2022,U05463
P000428,2,24/6/2022,U02434
P003077,4,12/10/2023,U09054
P004106,2,13/3/2022,U04095
P004323,4,8/10/2023,U00108
P001613,2,10/8/2022,U09393
P003804,2,15/11/2022,U05003
P001324,1,3/4/2022,U06134
P000410,4,2/3/2023,U08453
P002392,2,10/9/2023,U00855
P004685,4,2/6/2022,U01528
P001028,1,8/8/2023,U00242
P001720,3,13/7/2022,U00051
P000817,1,21/12/2022,U05731
P002553,2,4/10/2022,U04745
P000402,3,5/10/2022,U09326
P001467,1,7/12/2022,U01025
P002165,4,19/4/2023,U05325
P003825,3,18/11/2022,U08917
P001890,1,1/7/2022,U08250
P000776,3,20/5/2023,U06854
P004576,2,20/12/2022,U00467
P001922,3,29/7/2022,U05479
P001413,5,4/11/2022,U07539
P000318,1,5/9/2022,U02035
P001080,2,13/2/2023,U05221
P002564,3,30/12/2022,U07221
P003313,3,28/5/2023,U01331
P000036,5,26/9/2022,U09253
P002359,2,29/3/2023,U04345
P000565,1,5/1/2022,U01808
P002253,1,8/8/2023,U05139
P004093,2,18/4/2023,U05701
P004796,2,5/2/2022,U01708
P003821,4,11/8/2023,U01040
P003468,5,6/1/2022,U02313
P001056,4,24/9/2022,U09195
P004557,4,30/8/2022,U01862
P000804,1,19/7/2023,U05267
P000948,4,27/4/2022,U05500
P003239,4,8/6/2023,U09840
P004722,5,21/2/2023,U02285
P004802,1,26/1/2023,U05072
P004954,3,15/6/2022,U07044
P001188,3,12/8/2022,U08702
P004145,5,30/7/2023,U05709
P003374,1,30/3/2022,U00087
P004452,2,17/12/2022,U01984
P005197,1,19/12/2022,U03209
P000921,3,11/6/2023,U02780
P001683,3,21/2/2022,U04016
P002013,2,1/5/2022,U09513
P004327,3,10/5/2023,U08807
P004089,2,28/9/2022,U09793
P004053,2,24/6/2023,U00939
P000554,2,7/1/2022,U03351
P004981,5,14/7/2022,U01480
P001931,2,17/6/2022,U03701
P002951,2,30/3/2023,U01617
P001303,2,9/1/2022,U02697
P000366,5,28/8/2023,U00557
P001609,4,10/10/2023,U09603
P002141,4,28/10/2023,U02987
P004143,1,28/6/2023,U09987
P001842,5,27/1/2023,U07439
P001489,5,21/2/2022,U08836
P003101,1,1/6/2023,U06004
P001524,1,21/7/2022,U04925
P002991,1,10/9/2023,U03603
P003802,2,8/8/2022,U05110
P003367,1,4/10/2023,U06035
P003222,4,17/9/2022,U07209
P003256,4,17/8/2023,U05018
P004084,2,21/2/2022,U07934
P003372,3,25/6/2022,U00567
P004812,2,14/3/2022,U04037
P002345,2,16/9/2022,U05344
P002616,4,27/2/2023,U03647
P001045,2,6/4/2023,U03196
P000239,5,30/3/2022,U01895
P003290,4,7/6/2022,U04652
P001452,2,11/6/2023,U04867
P001284,2,26/8/2023,U06053
P002903,5,16/7/2022,U07621
P001187,4,27/9/2023,U04424
P003068,5,9/6/2023,U09068
P003746,4,22/5/2022,U06055
P001551,2,20/7/2022,U04965
P003992,1,23/8/2022,U07228
P003271,2,28/5/2023,U01442
P003540,3,30/12/2022,U00834
P002359,2,16/7/2023,U08427
P002104,2,12/3/2023,U04665
P004273,1,15/7/2023,U08105
P000559,4,23/9/2022,U01296
P002347,4,19/3/2022,U06619
P000231,5,27/5/2023,U01082
P002041,4,23/8/2023,U08655
P002720,5,3/7/2022,U01177
P002008,4,1/6/2023,U04757
P004313,4,22/5/2022,U00613
P001949,2,21/10/2023,U00375
P001124,4,25/4/2023,U05281
P001100,4,21/3/2023,U02076
P005095,4,28/7/2022,U06075
P004677,1,24/10/2023,U08342
P000635,5,13/12/2022,U00402
P003338,1,3/8/2023,U01617
P003347,4,27/6/2023,U09380
P004601,1,17/6/2023,U09758
P003369,5,13/7/2022,U04451
P003201,5,12/10/2022,U03967
P003200,5,7/6/2022,U02070
P002803,2,23/12/2022,U04673
P003131,4,10/3/2023,U08783
P001259,2,17/5/2023,U09559
P003785,1,22/8/2023,U04551
P001477,5,12/7/2023,U04344
P000469,1,1/8/2023,U03361
P002603,1,22/12/2022,U02302
P003258,3,3/10/2023,U07268
P000190,3,12/8/2023,U04088
P002703,4,4/6/2023,U07988
P001189,2,11/8/2022,U06746
P005013,1,3/12/2022,U09023
P000403,2,4/12/2022,U08729
P000804,5,25/7/2023,U03443
P004733,5,22/7/2022,U06830
P005034,5,14/8/2022,U03071
P004428,5,28/4/2022,U01926
P000757,2,4/8/2023,U08977
P004771,1,31/12/2022,U03582
P001530,4,4/10/2022,U03633
P001119,3,21/6/2022,U06836
P000814,3,24/2/2022,U05961
P001075,4,9/6/2022,U00272
P000649,2,8/7/2022,U00383
P002068,2,20/12/2022,U00032
P002058,4,14/10/2023,U00733
P003513,3,15/5/2023,U08084
P001842,3,26/11/2022,U05047
P001455,4,22/4/2022,U01604
P004661,2,21/1/2022,U09457
P003731,3,8/2/2022,U01388
P005125,4,16/10/2022,U02062
P003048,3,27/7/2023,U09469
P002381,5,6/8/2023,U03427
P000416,3,2/12/2022,U05209
P001473,3,11/6/2022,U00684
P000834,3,18/9/2023,U07789
P001304,2,25/3/2022,U00958
P002699,5,29/4/2022,U00693
P002960,5,14/9/2023,U06853
P003232,3,13/3/2022,U08473
P003454,4,11/1/2023,U08810
P001642,4,28/10/2022,U04140
P003140,1,30/9/2023,U07051
P003861,1,11/3/2022,U06893
P001301,1,30/9/2022,U03568
P005175,2,6/7/2022,U00011
P003961,5,14/7/2023,U00451
P003210,5,5/2/2022,U07785
P004782,5,18/5/2023,U00687
P000211,4,1/12/2022,U08433
P000803,1,3/12/2022,U05077
P002978,1,6/8/2022,U07113
P004221,3,27/6/2023,U01980
P000984,1,19/3/2023,U07667
P005125,3,25/1/2022,U05050
P000471,3,19/10/2022,U04590
P003739,1,15/8/2022,U08711
P002671,5,26/4/2023,U01428
P001994,3,17/1/2022,U06971
P002613,4,29/1/2023,U07023
P000062,1,17/3/2023,U01004
P000789,5,11/3/2022,U09598
P000692,4,25/1/2023,U02266
P004173,4,20/5/2022,U03146
P000767,2,29/8/2023,U00277
P002263,1,5/12/2022,U01986
P003703,2,3/3/2022,U01813
P001920,1,12/8/2022,U00140
P005056,3,6/3/2023,U08206
P001891,1,25/4/2022,U08824
P001620,2,5/5/2022,U03185
P000041,5,27/9/2023,U07262
P004029,5,4/8/2023,U03078
P003108,5,8/5/2022,U00145
P003036,4,15/1/2022,U00868
P000919,5,5/9/2023,U08889
P004461,1,17/5/2023,U05466
P003845,2,6/9/2023,U00804
P005153,2,16/7/2022,U01454
P000521,4,17/4/2023,U08957
P004149,3,31/8/2023,U02048
P003368,2,31/1/2023,U01355
P000068,2,18/2/2022,U05588
P003125,3,13/3/2023,U06654
