poiID,poiType,poiName,poiAddress,poiLocation,poiUrl,poiPriceRange,poiPrice,poiPhone,poiTag,poiOperatingHours,poiRating,poiNoOfReviews,poiDescription
P002640,Restaurant,Sky Garden Restaurant,"Jalan Persisiran Bunga Raya Swiss Garden Hotel, Melaka Malaysia",,http://www.swissgarden.com/hotels/sghrm/sghrm_restaurants.php,$$ - $$$,40,+60 12-205 9942,"Asian, Malaysian, Dinner, Reservations, Table Service, Seating",,4.0†,1845,
P002641,Restaurant,Casa Cucina,"12 Jln KL3/7, Melaka 75000 Malaysia",,,$$ - $$$,90,+60 6-281 8790,"Italian, Pizza, European, Dinner, Lunch",,4.0†,2550,
P002642,Restaurant,Heng Hong Tin Kee Restaurant,"62, Jln Tengkera 75200, Melaka Malaysia",,,$$ - $$$,70,6062822172,"Chinese, Soups, Lunch, Dinner, Wheelchair Accessible, Takeout, Reservations, Table Service",,4.0†,1541,
P002643,Restaurant,Justberrys Dessert House,"No. 89 Jalan KL 3/8 Kota Laksamana Seksyen 3, Melaka 75200 Malaysia",,,$$ - $$$,70,6062820412,"Dessert, Cafe, Asian, Malaysian, Hawaiian, Halal",,4.0†,1564,
P002644,Restaurant,River Cafe,"88 Jalan Kota Laksamana Casa del Rio Hotel, Melaka 75200 Malaysia",,http://www.casadelrio-melaka.com/restaurant/river-cafe,$$ - $$$,80,+60 6-289 6888,"Bar, Cafe, Asian, Pub, Malaysian, Vegetarian Friendly",,3.5†,4256,
P002645,Restaurant,"Sha's Briyani House, Melaka","108 Lorong Hang Jebat 108, Lorong Hang Jebat, Bandar Hilir, 75200 Melaka, Malaysia, Melaka 75200 Malaysia",,https://m.facebook.com/100083046325452/,$$ - $$$,50,+60 10-366 9654,"Indian, Lunch",,5.0†,3715,
P002646,Restaurant,Lucky Palace Restaurant (Melaka) Sdn. Bhd.,"No.1, Jln Sri Rama Taman Muzaffar Shah, Ayer Keroh 75450 Malaysia",,http://www.luckypalacemelaka.com/index.html,$$ - $$$,80,+60 6-253 0000,"Chinese, Seafood, Asian, Dinner, Lunch, Brunch",,4.5†,660,
P002647,Restaurant,Jonker Food Festival,"124, Jalan Hang Jebat, Melaka Malaysia",,http://www.facebook.com/jonkerfoodfestival/,$,10,+60 11-2724 7782,,,4.5†,2499,
P002648,Restaurant,Malaccafe,"2, Jalan Laksamana Bandar Hilir, Melaka 75100 Malaysia",,,$$ - $$$,50,+60 16-202 0868,"Cafe, Lunch, Dinner, After-hours, Seating, Reservations, Outdoor Seating, Table Service",,4.5†,62,
P002649,Restaurant,De Reggae  Cafe,"38 Jalan Laksamana, Melaka 75000 Malaysia",,,$$,30,+60 12-635 5080,"Caribbean, Fast, food, Asian, Grill, Lunch, Dinner",,5.0†,2409,
P002650,Restaurant,Kopitiam Tanka,"5 Jalan Laksamana 1 near Casa del Rio hotel, Melaka 75200 Malaysia",,,$$,40,+60 16-714 1398,"Chinese, Table Service",,4.5†,299,
P002651,Restaurant,Sambal & Style,"170, Jalan Bunga Raya Pantai, Melaka 75100 Malaysia",,,$$ - $$$,100,+60 6-281 2006,"Italian, Asian, Malaysian, Lunch, Breakfast, Dinner, Brunch",,4.5†,3213,
P002652,Restaurant,Kocik Heritage,"100 Jalan Tun Tan Cheng Lock, Melaka 75200 Malaysia",,,$$ - $$$,50,+60 11-1171 4931,,,4.5†,3814,
P002653,Restaurant,Inside Scoop,"28 Jalan Hang Kasturi Off Jonker Street, Melaka 75200 Malaysia",,,$$ - $$$,90,+60 6-286 0128,Dessert,,4.0†,640,
P002654,Restaurant,Restoran Sri Mawar Ria,"Terminal Melaka Sentral, Jalan Tun Abdul Razak, Peringgit, Melaka 75300 Malaysia",,,$,10,+60 17-690 1450,"Malaysian, Vegetarian Friendly, Vegan Options",,4.0†,3339,
P002655,Restaurant,Toasthouzz,"513 Jalan Melaka Raya 12, Melaka 75000 Malaysia",,http://www.facebook.com/Toasthouzz,$$ - $$$,90,+60 6-281 3898,"Cafe, Breakfast, Lunch, Brunch, Seating, Wheelchair Accessible, Table Service",,4.0†,2189,
P002656,Restaurant,Nasi Lemak Ujong Pasir,"Restoran Ming Huat Jalan Ujong Pasir, Melaka 75050 Malaysia",,,$,10,6062810246,"Asian, Malaysian",,4.5†,2378,
P002657,Restaurant,Vintry Melaka,"No. 56 Jalan Tokong, Melaka 75200 Malaysia",,https://www.facebook.com/vintrymelaka/,$$,20,+60 6-284 8262,"Wine Bar, Reservations",,5.0†,1981,
P002658,Restaurant,Tengkera Duck Noodle Restaurant,"No. 33 Jalan Kota Laksamana 1/2 Taman Kota Laksamana, Melaka 75200 Malaysia",,,$,10,,"Chinese, Asian, Malaysian, Lunch, Breakfast, Takeout, Seating",,4.0†,1654,
P002659,Restaurant,BESS Kopitiam,"378 C ,Taman Sin Hoe,Bukit Baru., Melaka 75150 Malaysia",,,$,10,+60 17-610 8055,"Asian, Nonya/, Malaysian, Breakfast, Lunch, Takeout, Seating, Table Service",,3.5†,3871,
P002660,Restaurant,Restoran New Lagoon,"No 2 Jalan Kpks 3 Kompleks Perniagaan Kota Syahbandar 75200 Melaka, Melaka 75200 Malaysia",,,$$ - $$$,70,+60 6-288 0889,"Chinese, Asian, Malaysian, Dinner, Lunch, Reservations, Seating, Takeout, Table Service",,4.0†,72,
P002661,Restaurant,Longkang Siham,"Jalan Bunga Raya, Melaka 72600 Malaysia",,,$,20,+60 16-500 4490,"Seafood, Dinner, Seating",,4.0†,2095,
P002662,Restaurant,Restoran Lim Kee,"A Lot 180, Jalan Laksamana Cheng Ho, Melaka 75000 Malaysia",,,$$ - $$$,60,+60 16-644 5555,"Chinese, Malaysian, Breakfast, Lunch, Brunch, Takeout, Seating, Wheelchair Accessible, Table Service",,4.5†,4143,
P002663,Restaurant,London Bus Cafe,"Mahkota Parade 1, Jalan Merdeka, Taman Melaka Raya, 75000 Malacca Just over the road from Dataran Pahlawan and Next to Imperial Heritage Hotel Main Lobby.., Melaka 75000 Malaysia",,,$$ - $$$,50,6062899000,"Italian, Pizza, Cafe, Soups, Arabic, Breakfast, Lunch, Dinner, Brunch, Drinks",,4.5†,2490,
P002664,Restaurant,Cendol Jam Besar,"8 Jalan Laksamana 1, Melaka 75200 Malaysia",,http://www.facebook.com/people/Cendol-Jam-Besar/100070646073639,$,20,,"Dessert, Malaysian, Takeout, Wheelchair Accessible",,3.5†,2557,
P002665,Restaurant,Restaurant Atlantic 1 (Baba Nyonya Food),"78 Jalan Portugis, Melaka 75050 Malaysia",,http://www.facebook.com/atlanticone,$$ - $$$,50,+60 12-671 9993,"Asian, Malaysian, Vegetarian Friendly, Lunch, Dinner",,4.0†,1311,
P002666,Restaurant,Hing loong,"11 J Jalan Bachang, Melaka 75350 Malaysia",,,$,10,+60 6-284 2529,"Chinese, Asian, Taiwanese, Lunch, Brunch, Takeout, Seating",,4.0†,1884,
P002667,Restaurant,Lung Ann Refreshments,"No. 93/807 Lorong Hang Jebat, Melaka 75200 Malaysia",,,$,20,+60 12-258 2972,"Malaysian, Breakfast, Takeout, Seating",,3.5†,1279,
P002668,Restaurant,Kedai Aku & Dia,"25 Jalan Hang Kasturi, Melaka 75200 Malaysia",,,$,10,,Cafe,,4.5†,2886,
P002669,Restaurant,Heritage Flavours,"No 63 Jalan Tun Tan Cheng Lock, Melaka 75200 Malaysia",,,$,20,+60 17-399 3988,"Chinese, Cafe, Asian, Fusion, Malaysian, Breakfast, Lunch",,4.0†,1785,
P002670,Restaurant,Olio Italian Restaurant,"Jalan Bendahara, Melaka 75100 Malaysia",,http://www.ramadaplazamelaka.com/,$$ - $$$,40,+60 6-284 8888,"Italian, European, Dinner, Reservations, Seating, Serves Alcohol, Highchairs Available, Table Service",,4.0†,3405,
P002671,Restaurant,"Portuguese Settlement, Museum & Seafood Court","Perkampungan Portugis, Melaka Malaysia",,,$$ - $$$,60,44958,"Seafood, Asian, Portuguese, Dinner, After-hours, Outdoor Seating, Seating, Parking Available, Takeout, Table Service",,3.5†,2993,
P002672,Restaurant,Michelle Soo Nyonya chang,"Jalan Batang Tiga Kampung Bukit Rambai, Melaka 75250 Malaysia",,http://www.facebook.com/authenticnyonyachang/,$$,40,+60 17-699 5750,Chinese,,4.5†,2318,
P002673,Restaurant,Salt and Sugar Restaurant,"1 Jalan Merdeka, Melaka 75000 Malaysia",,http://imperialheritage.com.my/dining/,$$,30,+60 16-218 2380,"Thai, Lunch, Dinner",,4.5†,1329,
P002674,Restaurant,Good New World,"131 Jalan Melaka Raya 10 Taman Melaka Raya,, Melaka 75000 Malaysia",,,$$ - $$$,60,+60 6-284 2528,"Chinese, Asian, Malaysian, Vegetarian Friendly, Lunch, Dinner",,4.0†,68,
P002675,Restaurant,Ho Cultural Space,"73-83b Jalan Bendahara, Melaka 75100 Malaysia",,https://ho-cultural-space.business.site/,$$ - $$$,40,+60 16-640 3512,"Cafe, Lunch, Dinner, Reservations, Street Parking, Free Wifi",,4.5†,1146,
P002676,Restaurant,Ban Hong Xiang Tea House,"No D, Jalan Bachang, 75300, Melaka Malaysia",,,$$,30,+60 6-281 4212,"Chinese, Asian, Cantonese, Lunch, Breakfast, Seating, Wheelchair Accessible, Table Service",,4.5†,1219,
P002677,Restaurant,Coffea Garden Cafe & Stay,"No. 108 Jalan Merdeka Taman Melaka Raya, Melaka 75000 Malaysia",,http://www.metric-hospitality.com/,$$ - $$$,40,+60 6-229 4081,"Cafe, Vegetarian Friendly",,4.0†,3537,
P002678,Restaurant,"Me'nate Steak Hub, Melaka","185, 186, 187, Jalan Merdeka, Melaka 75000 Malaysia",,,$$ - $$$,80,+60 3-4131 1611,"Italian, American, Steakhouse, Lunch, Dinner, Brunch, Delivery, Takeout, Reservations, Private Dining, Seating, Parking Available, Street Parking, Highchairs Available, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Family style, Non-smoking restaurants",,4.0†,2709,
P002679,Restaurant,The Curly Tail,"53 Jalan Tokong, Melaka 75200 Malaysia",,http://www.facebook.com/thecurlytailrestaurant/,$$ - $$$,40,+60 12-636 3452,"European, Dinner, Reservations, Seating, Serves Alcohol, Table Service",,3.5†,2460,
P002680,Restaurant,Wen's Kitchen,"169 Jalan Tengkera, Melaka 75200 Malaysia",,https://wens-kitchen.business.site/,$,20,+60 10-359 6767,"Asian, Malaysian, Lunch",,5.0†,313,
P002681,Restaurant,Ochado,"Jalan Hang Jebat, Melaka Malaysia",,,$,10,,"Dessert, Cafe, Lunch, Dinner, Drinks",,4.0†,512,
P002682,Restaurant,GhaZal Cafe,"Jalan Kubu No 8, Melaka 75300 Malaysia",,https://www.facebook.com/ghzlcafe/,$,10,+60 16-601 2759,"Cafe, Asian, Malaysian, Lunch, Dinner, Brunch",,4.5†,834,
P002683,Restaurant,Min Chong Hygienic Ice Cafe,"43, Jalan Bunga Raya, Melaka Malaysia",,http://www.facebook.com/MinChongMelaka,$,20,+60 16-259 5800,"Dessert, Asian, Malaysian, Lunch, Dinner, After-hours, Drinks, Seating",,4.0†,1709,
P002684,Restaurant,German Sausage House,"Cozy Hotel 175, Jalan Melaka Raya 14, Melaka 75000 Malaysia",,,$$ - $$$,70,+60 12-377 7661,"American, German, European, Dinner, Takeout, Reservations",,4.5†,2210,
P002685,Restaurant,No. 1 Kopitiam,"1 Jalan Hang Jebat No.1,Jonker Street, Melaka 75200 Malaysia",,http://www.facebook.com/no1Kopitiam,$,10,+60 12-798 1232,"Dessert, Asian",,4.5†,3086,
P002686,Restaurant,HomeTaste Melaka,"No 6, Jalan KLJ 1B,Taman Kota Laksamana Jaya, Melaka 75200 Malaysia",,,$$ - $$$,100,+60 11-3331 1534,"Chinese, Seafood, Asian",,4.5†,1766,
P002687,Restaurant,Mondrian Restaurant Cafe,"No.6 Jalan Tun Abdul Razak-Ayer Keroh Taman Delima Raya, Bukit Baru,, Melaka 75150 Malaysia",,http://www.mondrian.my/,$$ - $$$,90,+60 6-251 9932,,,4.0†,2714,
P002688,Restaurant,Restoran Ikan Bakar Malim,"2&4 Jalan TU40 Taman Tasik Utama Air Keroh, Ayer Keroh 75450 Malaysia",,,$$ - $$$,70,+60 17-296 4283,"Asian, Indonesian, Malaysian, Halal, Lunch, Breakfast, Dinner, Brunch",,4.0†,2555,
P002689,Restaurant,Big Ben's Restaurant Cafe & Cottage Industry,"MT 371, Jalan Taman Sinn, Taman Sinn Semabok, Melaka 75050 Malaysia",,https://www.facebook.com/Big-Bens-Restaurant-Cafe-Cottage-Industry-338320962935948/,$$,40,+60 16-446 9077,"European, Portuguese, Dinner, Reservations, Seating",,4.5†,460,
P002690,Restaurant,R&R Bistro & Cafe,"Kompleks Perniagaan Kota Syahbandar 75200 No. 8 Lorong 1 Jalan SP 1/3, Melaka 75200 Malaysia",,https://www.facebook.com/groups/2493263870889947,$$ - $$$,60,+60 12-624 6588,"Southwestern, Philippine, European, Asian, Lunch, Dinner, Brunch, Drinks",,5.0†,3560,
P002691,Restaurant,Chin Hua Vegetarian Food,"37 Jalan Kota Laksamana 1/2, Melaka 75200 Malaysia",,,$,10,+60 16-646 6366,"Chinese, Asian, Breakfast, Lunch, Dinner, Seating, Wheelchair Accessible, Table Service",,4.5†,1381,
P002692,Restaurant,Kiran's Delight Restaurant,"119 Jalan Munshi Abdullah (In Between Emperor Hotel & Accordian Hotel), Melaka 75100 Malaysia",,,$,20,+60 6-281 4764,Seating,,4.5†,3410,
P002693,Restaurant,Yong Peng Fish Balls,"555, Taman Melaka Raya, Bandar Hilir, Melaka Malaysia",,,$,20,+60 13-726 0666,"Chinese, Seafood, Asian, Breakfast, Lunch, Dinner, Takeout",,3.5†,3425,
P002694,Restaurant,Face To Face Noodle House,"No. 26 Jalan Kota Laksamana 3 Seksyen 3, Taman Kota Laksamana,, Melaka 75200 Malaysia",,http://facetoface.com.my/location.html,$$ - $$$,100,+60 12-295 6150,"Asian, Malaysian, Lunch, Dinner, Brunch, Seating",,4.0†,2305,
P002695,Restaurant,Restoran Hai Heng,"315 Jalan Gajah Berang, Melaka 75200 Malaysia",,,$$ - $$$,40,+60 12-682 9355,"Asian, Malaysian, Dinner, Table Service",,4.0†,1798,
P002696,Restaurant,FAj Cafe,"17, Jalan Gereja, Bandar Hilir, Melaka 75000 Malaysia",,,$$,20,+60 11-2999 9359,"Cafe, Asian, Healthy, Indonesian, Breakfast, Lunch",,4.5†,2603,
P002697,Restaurant,Mio AmoRe,"No. 650 Jalan Melaka Raya 8 Taman Melaka Raya, Melaka 75000 Malaysia",,,$$ - $$$,70,+60 16-684 6303,"Italian, Southwestern, Fusion, Dinner, Reservations, Seating, Table Service",,4.0†,4463,
P002698,Restaurant,Johnny's Restaurant,"Dataran Pahlawan Melaka Megamall Jalan Merdeka, Melaka Malaysia",,,$$ - $$$,90,+60 6-283 6328,"Asian, Thai, Dinner, Lunch, Takeout, Reservations, Seating, Table Service",,4.0†,3334,
P002699,Restaurant,Restoran Ole Rasa,"3 Jalan Melaka Raya, Melaka 75200 Malaysia",,http://olerasa.blogspot.com/,$$,40,+60 10-538 5299,"Asian, Malaysian, Halal, Breakfast, Lunch, Dinner",,4.5†,712,
P002700,Restaurant,Boss Curry House,"12 Jalan Bendahara, Melaka 75100 Malaysia",,,$$,30,+60 6-288 9179,,,4.5†,2436,
P002701,Restaurant,Nyonya Lins Kitchen By Baba Ricky,"No.53 Jalan KLJ 10 Kapitan Kongsi Hotel, Taman Kota Laksamana Jaya, Melaka 75200 Malaysia",,https://www.facebook.com/Nyonya-Lins-Kitchen-by-Baba-Ricky-1464031750516682/,$$ - $$$,50,+60 12-671 9380,"Asian, Malaysian, Lunch, Dinner, Seating, Accepts Credit Cards, Table Service, Takeout, Reservations, Wheelchair Accessible",,4.0†,4206,
P002702,Restaurant,Black Canyon Restaurant,"Bandar Hilir, Jalan Merdeka Dataran Pahlawan Melaka Megamall, Lot no A8-A9, Melaka 75000 Malaysia",,http://blackcanyon.com.my/locate-us/,$$ - $$$,40,+60 6-282 1470,"Asian, Thai, Vegetarian Friendly, Dinner, Brunch, Breakfast",,4.0†,4041,
P002703,Restaurant,Serama Boutique Cafe,"15 Jalan Tukang Emas, Melaka 75200 Malaysia",,,$$ - $$$,50,+60 16-926 9568,"Asian, Malaysian, Lunch, Dinner",,5.0†,4210,
P002704,Restaurant,Mei Lin,"98 Jalan Melaka Raya 25, Melaka 75000 Malaysia",,,$$ - $$$,50,6062827423,"Chinese, Asian, Indonesian, Vegetarian Friendly",,5.0†,302,
P002705,Restaurant,Green House Vegetarian Restaurant,"4 Jalan Kota Laksamana 1/1, Melaka 75200 Malaysia",,http://www.facebook.com/greenhousemalacca,$$,20,+60 11-1073 1188,"Chinese, Asian, Malaysian, Dinner, Table Service, Seating",,4.5†,3146,
P002706,Restaurant,Barakat Hahdramawt,"2 Jalan Legends 5, Taman Lagenda 1, Melaka 75400 Malaysia",,https://www.facebook.com/%D9%85%D8%B7%D8%B9%D9%85-%D8%A8%D8%B1%D9%83%D8%A9-%D8%AD%D8%B6%D8%B1%D9%85%D9%88%D8%AA-barakat-hadramawt-468363183503913/,$$,30,+60 6-288 8793,"Grill, Middle Eastern, Arabic",,5.0†,2436,
P002707,Restaurant,JOM Coffee Restaurant,"G-061A, G-061 & G-062A, Dutaran Pahlawan Melaka Megamall, Jalan Merdeka, Bandar Hilir 75000 Melaka, Melaka Malaysia",,http://www.facebook.com/JomCoffeeMY,$$ - $$$,100,2815915,"Cafe, Asian, Malaysian, Lunch, Dinner, Table Service",,4.0†,502,
P002708,Restaurant,Baba Freds Nyonya Resturant,"No. 15 Lorong Hang Jebat, Melaka 75200 Malaysia",,,$$ - $$$,40,+60 17-237 2828,"Asian, Nonya/, Malaysian, Lunch, Dinner, Takeout, Seating, Table Service",,3.5†,1007,
P002709,Restaurant,Yung Lai Siang,"17 Jalan Tamby Abdullah, Melaka 75000 Malaysia",,,$,10,+60 17-653 3191,"Chinese, Asian",,4.0†,3813,
P002710,Restaurant,Our Place Cafe,"668A, Jln. 1/3 Tmn. Bukit Melaka, Melaka 75450 Malaysia",,https://www.facebook.com/pages/Our-Place/583377028429674,$$ - $$$,80,+60 6-231 5215,"Nonya/, Malaysian, Reservations, Private Dining, Digital Payments, Cash Only, Family style",,4.5†,908,
P002711,Restaurant,Senju Tei Japanese,"NO 4 4a, Jalan Melaka Raya 8, Melaka 75000 Malaysia",,http://www.facebook.com/SenjuTeiJapaneseRestaurant,$$ - $$$,50,+60 6-283 7686,"Japanese, Sushi, Asian, Lunch, Dinner, Reservations, Table Service, Seating",,4.0†,2399,
P002712,Restaurant,Kuih Keria Antarabangsa,"3123C Jalan Limbongan Kampung Limbongan, Melaka 75250 Malaysia",,,$,20,+60 12-691 4026,"Asian, Street Food, Malaysian",,4.0†,3930,
P002713,Restaurant,Peranakan House,"107, Jalan Tun Tan Cheng Lock, Melaka Malaysia",,,$$ - $$$,90,+60 6-284 5001,"Asian, Nonya/, Malaysian, Lunch, Dinner, Reservations, Seating, Table Service",,3.5†,3369,
P002714,Restaurant,The Peninsular Tailor Cafe,"213 Jalan Melaka Raya 1 Taman  Melaka Raya, Melaka 75000 Malaysia",,http://www.facebook.com/ThePeninsulartailorcafe/,$$ - $$$,80,+60 6-281 0333,"Asian, Australian, Malaysian, Breakfast, Lunch, Dinner, Drinks",,4.5†,3111,
P002715,Restaurant,Roti Canai Kayu Arang,"Jalan Bachang, Melaka 75250 Malaysia",,,$,20,+60 16-661 2434,"Asian, Malaysian, Halal, Breakfast, Lunch, Brunch",,3.5†,2432,
P002716,Restaurant,Restoran Kok Keong,"11 Jalan Kampung Pantai, Melaka 75200 Malaysia",,,$,10,,"Chinese, Asian, Soups, Lunch, Takeout, Table Service",,4.0†,4262,
P002717,Restaurant,Preferr Boulangerie,"Lot G28 Mahkota Parade, Melaka 75000 Malaysia",,,$$,20,+60 6-252 2672,"Bakeries, Cafe",,4.5†,2920,
P002718,Restaurant,Kafe Mary Take 1,"Jalan Rahmat Near Melaka Manipal Medical College, Melaka 75250 Malaysia",,,$,10,6062815251,"Diner, Vegetarian Friendly, Dinner",,5.0†,3833,
P002719,Restaurant,Jia Restaurant Chinese & Nyonya Cuisine,"28, Jalan Tun Perak, Melaka 75300 Malaysia",,http://www.kingsgreenhotel.com.my/,$$ - $$$,100,6062881091,"Chinese, Asian, Malaysian, Lunch, Dinner, Reservations",,4.5†,3274,
P002720,Restaurant,7 Green Cafe,"7 Jalan Hang Lekir, Melaka Malaysia",,,$$,20,+60 6-283 6813,"Steakhouse, Cafe, Asian, Grill, Lunch, Dinner, Brunch, Reservations, Private Dining, Seating, Street Parking, Serves Alcohol, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Non-smoking restaurants",,5.0†,425,
P002721,Restaurant,Handmade Bakery Cafe,"77 Jalan Kota Laksamana Taman Kota Laksamana Sekyen 3, Melaka 75200 Malaysia",,,$$,30,+60 12-612 5289,"Bakeries, Cafe",,4.0†,1236,
P002722,Restaurant,Handmade Bakery Cafe,"77 Jalan Kota Laksamana Taman Kota Laksamana Sekyen 3, Melaka 75200 Malaysia",,https://www.facebook.com/handmadebakeryhouse/,$$,40,+60 12-612 5289,"Bakeries, Cafe",,4.0†,570,
P002723,Restaurant,Hainamko Chicken Rice,"90 Jalan Bendahara,, Melaka Malaysia",,http://hainamkochickenrice.com.my/,$$ - $$$,40,+60 6-286 0111,"Chinese, Halal, Breakfast, Lunch, Dinner",,3.5†,4187,
P002724,Restaurant,Kedai Kopi Kheng Juan Hin,"Jalan Limbongan, Melaka 75200 Malaysia",,https://www.facebook.com/pages/Kedai-Kopi-Kheng-Juan-Hin/268107086586463,$$,20,+60 6-284 1958,"Chinese, Asian",,4.5†,4306,
P002725,Restaurant,Joan & Chico's Portuguese Food Restaurant,"No 2 Jalan Portugis Settlement, Melaka 75050 Malaysia",,,$$ - $$$,90,+60 12-289 2849,"Seafood, European, Asian, Dinner, Takeout",,4.0†,2138,
P002726,Restaurant,Andalus Kitchen,"Jalan Kampung Pantai, Dalam Lorong Jabatan, Melaka 75100 Malaysia",,,$$,40,+60 11-6206 6543,Arabic,,5.0†,2761,
P002727,Restaurant,Waree Thai Kitchen,"7 Jalan Tukang Besi, Melaka 75200 Malaysia",,,$$,40,+60 11-3587 7118,Thai,,5.0†,1374,
P002728,Restaurant,Nebula Cafe,"68 Lorong Hang Jebat 62, Melaka 75200 Malaysia",,,$$,40,+60 11-3923 7657,"Italian, French, American, European, Lunch, Dinner",,5.0†,1010,
P002729,Restaurant,Restoran Lineclear Kg Jawa - Rojak & Satay Original,"Jalan Jawa, Melaka 75100 Malaysia",,,$,20,+60 12-971 9050,"Asian, Malaysian, Halal, Lunch",,3.5†,437,
P002730,Restaurant,Nyonya Licious Kitchen,"19 Jalan MP 5 Taman Merdeka Permai, Melaka 75350 Malaysia",,,$$,20,+60 16-626 1616,"Asian, Malaysian",,5.0†,3204,
P002731,Restaurant,Old Village Satay Celup Restaurant,"Jalan Ong Kim Wee, Melaka Malaysia",,,$,10,,"Asian, Malaysian",,4.5†,388,
P002732,Restaurant,Grounded22_Cafe,"22A, Jalan KLJ 10, Melaka 75200 Malaysia",,https://www.facebook.com/grounded22_cafe-114615819988366/,$$,30,+60 16-628 0091,"Cafe, Asian, Korean, Fusion",,5.0†,126,
P002733,Restaurant,Secret Recipe,"F28, 1st Floor, Mahkota Parade Jalan Merdeka, Melaka 75000 Malaysia",,http://www.secretrecipe.com.my/,$$ - $$$,90,606 281 3281,"Cafe, Thai, Halal, Lunch",,3.5†,4500,
P002734,Restaurant,Asam Pedas Lagenda,"No 24 Jalan Lagenda 3 near Aeon Mall, Melaka 75450 Malaysia",,http://asampedaslagenda.wixsite.com/asampedaslagenda,$$ - $$$,80,6062888844,"Seafood, Asian, Malaysian, Takeout, Reservations",,4.0†,2766,
P002735,Restaurant,Boon Leong Food Corner,"Jalan Bunga Raya, Melaka 75100 Malaysia",,,$$ - $$$,50,,Chinese,,4.0†,975,
P002736,Restaurant,Jiki Food Court,"4637-C Jalan Penghulu Abbas Bukit Baru, Melaka 75150 Malaysia",,,$,20,+60 11-1621 3410,"Chinese, Dinner",,4.5†,2812,
P002737,Restaurant,STED abc Cafe,"13 Jalan Hang Lekiu, Melaka 75200 Malaysia",,http://www.facebook.com/stedabc,$,20,+60 6-282 0773,"Cafe, British, Fusion, Breakfast, Lunch, Dinner",,4.0†,3366,
P002738,Restaurant,Halia Inc Coffee Bar & Restaurant,"1 Jalan Merdeka, Melaka 75100 Malaysia",,https://www.facebook.com/HaliaInc/page_map,$$ - $$$,80,+60 19-770 7590,"Cafe, Asian, Malaysian, Breakfast, Lunch, Dinner, Brunch, Seating, Highchairs Available, Reservations, Outdoor Seating",,3.5†,1871,
P002739,Restaurant,Restaurant Man Yi,"No. 12 Jalan Merdeka Taman Melaka Raya, Melaka 75000 Malaysia",,,$$,40,+60 6-281 4067,"Chinese, Lunch, Dinner, Reservations",,4.5†,663,
P002740,Restaurant,Furui Michi Ramen,"Taman Melaka Raya, 75000 Malacca 527 Jalan Merdeka, Melaka 75000 Malaysia",,,$$,40,+60 6-288 3355,,,5.0†,1674,
P002741,Restaurant,Lu Yeh Yen,"154A Jalan Bunga Raya, Melaka Malaysia",,,$$ - $$$,60,+60 6-281 7282,"Chinese, Seafood, Asian, Dinner, Seating, Reservations, Wheelchair Accessible, Serves Alcohol, Table Service",,3.5†,142,
P002742,Restaurant,Ta Chi Nonya House,"1 Jalan Tun, Melaka 75300 Malaysia",,,$$ - $$$,100,,"Asian, Nonya/, Malaysian, Lunch, Dinner, Takeout, Seating, Table Service",,3.5†,2390,
P002743,Restaurant,Nasi Lemak Klebang Squash,"17 Jalan MP 1 Batu Berendam, Melaka 75350 Malaysia",,,$,10,+60 17-609 4729,"Asian, Malaysian, Breakfast, Lunch",,5.0†,44,
P002744,Restaurant,Restoran Porridge House,"Jalan Melaka Raya 2, Melaka 75000 Malaysia",,,$$,40,,Asian,,4.5†,3691,
P002745,Restaurant,486 Baba Low,"486 Jalan Tengkera, Melaka 75200 Malaysia",,,$,10,+60 6-283 1762,"Asian, Nonya/, Malaysian, Breakfast, Lunch, Brunch, Takeout, Wheelchair Accessible, Seating",,3.5†,34,
P002746,Restaurant,BEE BEE Pineapple Tart  House,"307 A Jalan Parameswara, Melaka Malaysia",,,$$ - $$$,90,+60 6-286 9735,"Asian, Malaysian, Takeout",,3.5†,2253,
P002747,Restaurant,Restoran Lim Jit,"41 Lorong Hang Jebat, Melaka 75200 Malaysia",,http://www.facebook.com/%E6%9E%97%E8%AE%B0%E9%B8%A1%E7%B2%92%E9%A5%AD-Restoran-LIM-JIT-288701615062766/,$$,20,+60 11-1068 8893,"Asian, Malaysian, Breakfast, Lunch, Dinner",,4.5†,1653,
P002748,Restaurant,ibis Kitchen Restaurant,"249 Jalan Bendahara ibis Melaka, Melaka 75100 Malaysia",,,$$ - $$$,100,+60 6-222 8888,"Chinese, Asian, Malaysian, Lunch, Dinner",,4.5†,1621,
P002749,Restaurant,Teluk Belanga Cafe,"8 Jalan Kubu Off Jonker Walk, Melaka 75300 Malaysia",,,$$ - $$$,50,+60 18-398 8391,"Asian, Malaysian, Breakfast, Lunch, Dinner",,4.5†,2205,
P002750,Restaurant,Aida Rich Cafe,"54 Jalan TU42, Ayer Keroh 75450 Malaysia",,http://www.facebook.com/AidaRichCafe,$$ - $$$,90,+60 6-253 0772,"Cafe, Asian, Malaysian, Halal, Dinner, Lunch",,4.0†,2990,
P002751,Restaurant,Makan Nyonya,"Jalan Bandar Hilir, Melaka 75000 Malaysia",,http://estadiahotel.com/dine,$$ - $$$,70,+60 6-227 9600,,,4.0†,1217,
